Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jamaal Tinsley,PG,26,IND,40,40,32.5,5.5,13.1,0.418,1.5,3.9,0.372,4,9.2,0.437,0.473,3.1,4.1,0.744,0.7,3.4,4,6.4,2,0.3,3.4,2.8,15.4
Robert Traylor,C,27,CLE,74,6,17.9,2.4,5.4,0.444,0,0.1,0,2.4,5.3,0.453,0.444,0.7,1.4,0.539,1.8,2.6,4.5,0.8,0.7,0.7,1,2.9,5.5
Jake Tsakalidis,C,25,MEM,31,1,9,1,2.1,0.5,0,0,,1,2.1,0.5,0.5,0.5,0.6,0.778,0.7,1.1,1.8,0.3,0.1,0.5,0.4,1.4,2.5
Nikoloz Tskitishvili,PF,21,TOT,35,0,6.3,0.6,2.1,0.297,0.1,0.5,0.118,0.6,1.6,0.351,0.311,0.1,0.2,0.571,0.3,0.8,1.2,0.3,0.2,0.3,0.5,0.9,1.4
Nikoloz Tskitishvili,PF,21,DEN,23,0,6.9,0.7,2.2,0.294,0,0.3,0,0.7,1.9,0.341,0.294,0.2,0.3,0.571,0.5,0.8,1.3,0.2,0.3,0.3,0.6,1,1.5
Nikoloz Tskitishvili,PF,21,GSW,12,0,5.2,0.6,1.9,0.304,0.2,0.8,0.2,0.4,1.1,0.385,0.348,0,0,,0.1,0.9,1,0.5,0,0.3,0.4,0.8,1.3
Hedo Türkoğlu,SF,25,ORL,67,11,26.2,4.9,11.7,0.419,1.4,3.7,0.38,3.5,8,0.438,0.479,2.8,3.4,0.836,0.9,2.6,3.5,2.3,0.6,0.3,1.8,2.1,14
Beno Udrih,PG,22,SAS,80,2,14.4,2.2,4.9,0.444,0.7,1.8,0.408,1.4,3.1,0.464,0.518,0.8,1.1,0.753,0.2,0.8,1,1.9,0.5,0.1,1,1.2,5.9
Nick Van Exel,SG,33,POR,53,34,30.5,4,10.6,0.381,1.9,4.8,0.389,2.2,5.7,0.375,0.471,1.1,1.4,0.784,0.4,2.7,3,4.3,0.8,0,1.7,1.3,11.1
Keith Van Horn,SF-PF,29,TOT,62,16,24.2,4.1,9.1,0.456,0.9,2.3,0.38,3.3,6.8,0.481,0.504,2.1,2.5,0.815,1.4,3.3,4.7,1.2,0.6,0.3,1.3,2.7,11.2
Keith Van Horn,SF,29,MIL,33,13,24.8,3.9,8.6,0.449,0.9,2.4,0.385,3,6.3,0.473,0.502,1.7,2,0.862,1.7,3.3,5,1.2,0.6,0.3,1.4,2.5,10.4
Keith Van Horn,PF,29,DAL,29,3,23.6,4.4,9.6,0.462,0.8,2.2,0.375,3.6,7.4,0.488,0.505,2.5,3.2,0.783,1.2,3.3,4.4,1.2,0.5,0.3,1.2,3,12.2
Anderson Varejão,PF,22,CLE,54,0,16,1.8,3.6,0.513,0,0,0,1.8,3.5,0.518,0.513,1.3,2.4,0.535,2,2.7,4.8,0.5,0.8,0.7,0.5,2.3,4.9
Jacque Vaughn,SG,29,NJN,71,34,19.9,2.1,4.6,0.449,0.1,0.2,0.333,2,4.4,0.455,0.457,1.1,1.3,0.835,0.2,1.3,1.5,1.9,0.6,0,0.9,1.9,5.3
Jake Voskuhl,C,27,PHO,38,1,9.5,0.7,1.6,0.458,0,0,,0.7,1.6,0.458,0.458,0.7,1,0.684,0.8,1.6,2.4,0.4,0.1,0.3,0.5,1.6,2.1
Jackson Vroman,C-PF,23,TOT,46,18,15.3,1.8,4.3,0.412,0,0.1,0,1.8,4.3,0.418,0.412,1,1.6,0.64,1.4,2.4,3.8,0.9,0.5,0.4,1.4,2.3,4.6
Jackson Vroman,PF,23,PHO,10,1,5.7,0.6,1.6,0.375,0,0,,0.6,1.6,0.375,0.375,0.4,0.7,0.571,0.5,0.8,1.3,0.7,0.3,0.2,0.7,1.1,1.6
Jackson Vroman,C,23,NOH,36,17,18,2.1,5.1,0.415,0,0.1,0,2.1,5,0.422,0.415,1.2,1.9,0.647,1.6,2.9,4.5,0.9,0.6,0.5,1.6,2.6,5.4
Sasha Vujačić,SG,20,LAL,35,3,11.5,0.9,3.3,0.282,0.5,1.8,0.27,0.5,1.5,0.296,0.355,0.5,0.5,0.947,0.4,1.4,1.8,1.5,0.3,0.1,0.4,1.2,2.9
Dwyane Wade*,SG,23,MIA,77,77,38.6,8.2,17.1,0.478,0.2,0.6,0.289,8,16.5,0.485,0.483,7.5,9.9,0.762,1.4,3.7,5.2,6.8,1.6,1.1,4.2,3,24.1
Dajuan Wagner,SG,21,CLE,11,0,9.3,1.6,5,0.327,0.5,2.4,0.192,1.2,2.6,0.448,0.373,0.3,0.4,0.75,0,0.2,0.2,1.2,0.5,0,0.8,1.4,4
Antoine Walker,PF,28,TOT,77,77,38.4,7.5,17.9,0.422,1.4,4.4,0.323,6.1,13.5,0.455,0.462,2.6,4.8,0.539,2.4,6.7,9,3.4,1.2,0.8,3.3,2.8,19.1
Antoine Walker,PF,28,ATL,53,53,40.2,7.9,19.1,0.415,1.6,5.1,0.317,6.3,14.1,0.45,0.457,3,5.5,0.534,2.4,7,9.4,3.7,1.2,0.6,3.5,2.8,20.4
Antoine Walker,PF,28,BOS,24,24,34.5,6.7,15.2,0.442,1,3,0.342,5.7,12.1,0.467,0.477,1.8,3.3,0.557,2.3,5.9,8.3,3,1,1.1,2.9,2.9,16.3
Samaki Walker,PF,28,WAS,14,0,9.6,0.8,2.2,0.355,0,0,,0.8,2.2,0.355,0.355,0.1,0.2,0.667,0.6,0.7,1.3,0.3,0.2,0.5,0.6,1.8,1.7
Ben Wallace*,C,30,DET,74,74,36.1,4,8.8,0.453,0,0.1,0.111,4,8.7,0.458,0.454,1.8,4.1,0.428,3.9,8.2,12.2,1.7,1.4,2.4,1.1,2.1,9.7
Gerald Wallace,SF,22,CHA,70,68,30.7,4.1,9.1,0.449,0.2,0.9,0.274,3.8,8.2,0.468,0.462,2.7,4.1,0.661,1.7,3.8,5.5,2,1.7,1.3,2.3,2.6,11.1
Rasheed Wallace,PF,30,DET,79,79,34,5.9,13.4,0.44,0.9,3,0.318,5,10.5,0.475,0.475,1.7,2.5,0.697,2.2,5.9,8.2,1.8,0.8,1.5,1.6,3,14.5
Luke Walton,SF,24,LAL,61,5,12.6,1.2,3,0.411,0.3,1,0.262,1,2,0.487,0.456,0.6,0.8,0.708,0.9,1.4,2.3,1.5,0.4,0.2,1,1.1,3.2
Charlie Ward,PG,34,HOU,14,13,25.7,1.7,5.5,0.312,1.1,3.6,0.314,0.6,1.9,0.308,0.416,0.8,0.9,0.846,0.4,2.4,2.8,3.1,1.1,0,1.3,1.6,5.4
Earl Watson,PG,25,MEM,80,14,22.6,3,6.9,0.426,0.7,2,0.319,2.3,4.9,0.471,0.473,1.1,1.7,0.659,0.4,1.6,2.1,4.5,1,0.2,2.1,2.3,7.7
Clarence Weatherspoon,PF,34,HOU,40,18,13.1,1.2,2.9,0.412,0,0,,1.2,2.9,0.412,0.412,0.7,0.9,0.829,0.9,2.2,3.1,0.4,0.2,0.2,0.4,1.9,3.1
Chris Webber*,PF,31,TOT,67,67,35.4,8.3,19.1,0.433,0.2,0.7,0.341,8.1,18.5,0.436,0.438,2.7,3.4,0.794,1.9,7.2,9.1,4.7,1.4,0.8,2.7,3.2,19.5
Chris Webber*,PF,31,SAC,46,46,36.3,9,19.9,0.449,0.2,0.6,0.379,8.7,19.3,0.452,0.455,3.1,3.9,0.799,2,7.7,9.7,5.5,1.5,0.7,2.9,3.1,21.3
Chris Webber*,PF,31,PHI,21,21,33.4,6.8,17.4,0.391,0.2,0.7,0.267,6.6,16.7,0.396,0.396,1.8,2.3,0.776,1.7,6.1,7.9,3.1,1.2,0.9,2.3,3.3,15.6
Bonzi Wells,SG,28,MEM,69,19,21.6,3.9,8.9,0.441,0.5,1.5,0.346,3.4,7.4,0.46,0.47,2,2.7,0.75,0.7,2.6,3.3,1.2,1.2,0.4,1.3,2.4,10.4
Jiří Welsch,SG-SF,25,TOT,71,32,18.5,2.1,5.2,0.402,0.5,1.5,0.309,1.6,3.7,0.441,0.447,1.8,2.4,0.763,0.4,2,2.4,1.5,0.6,0.1,1,1.7,6.5
Jiří Welsch,SG,25,BOS,55,32,20.5,2.5,5.8,0.428,0.6,1.8,0.323,1.9,4,0.475,0.478,2,2.6,0.773,0.4,2.2,2.5,1.5,0.7,0.1,1.1,1.9,7.5
Jiří Welsch,SF,25,CLE,16,0,12,0.8,3.2,0.235,0.1,0.7,0.182,0.6,2.5,0.25,0.255,1.3,1.8,0.714,0.4,1.4,1.8,1.2,0.3,0,0.9,1,2.9
David Wesley,SG,34,TOT,80,79,34.7,4.2,10.5,0.398,1.5,3.9,0.375,2.7,6.6,0.411,0.468,2,2.4,0.857,0.5,2.4,2.9,3.3,1.2,0.1,1.4,2.7,11.9
David Wesley,SG,34,NOH,26,26,35.9,5.1,13.2,0.389,1.1,3.1,0.35,4,10.1,0.401,0.43,2.6,2.9,0.882,0.5,2.8,3.3,4.2,1.3,0,2.1,2.5,13.9
David Wesley,SG,34,HOU,54,53,34.1,3.7,9.2,0.404,1.7,4.4,0.383,2.1,4.9,0.422,0.494,1.8,2.1,0.841,0.5,2.2,2.6,2.9,1.1,0.1,1.1,2.8,10.9
David West,SF,24,NOH,30,8,18.4,2.5,5.7,0.436,0.1,0.2,0.4,2.4,5.6,0.437,0.442,1.1,1.7,0.68,1.3,3,4.3,0.8,0.4,0.5,1.2,2.1,6.2
Delonte West,SG,21,BOS,39,7,13,1.7,4,0.426,0.6,1.7,0.358,1.1,2.3,0.477,0.503,0.5,0.7,0.704,0.4,1.3,1.7,1.4,0.5,0.2,0.6,1.8,4.5
Jahidi White,C,28,CHA,17,0,7.9,0.8,1.8,0.452,0,0,,0.8,1.8,0.452,0.452,0.8,2.4,0.35,0.6,1.4,2,0.1,0.1,0.7,0.6,1.8,2.5
Rodney White,SF,24,TOT,58,2,11.7,2.1,5,0.419,0.4,1,0.4,1.7,3.9,0.424,0.46,0.5,0.8,0.614,0.4,1.1,1.5,0.8,0.6,0.2,0.6,1.1,5.1
Rodney White,SF,24,DEN,42,2,12.6,2.3,5.4,0.432,0.5,1,0.432,1.9,4.4,0.432,0.474,0.5,0.8,0.618,0.5,1.3,1.8,0.9,0.7,0.2,0.6,1.2,5.6
Rodney White,SF,24,GSW,16,0,9.1,1.4,3.9,0.371,0.3,1,0.313,1.1,2.9,0.391,0.411,0.4,0.6,0.6,0.3,0.7,0.9,0.5,0.1,0.1,0.6,0.8,3.6
Chris Wilcox,C,22,LAC,54,25,18.6,3.1,6.1,0.514,0,0,,3.1,6.1,0.514,0.514,1.6,2.7,0.611,1.2,3.1,4.2,0.7,0.5,0.4,1.4,2.4,7.9
Damien Wilkins,SF,25,SEA,29,7,17.9,2.5,5.8,0.435,0.6,2,0.271,2,3.8,0.523,0.482,0.7,1.2,0.618,1,1.3,2.3,0.9,0.8,0.3,0.6,1.9,6.3
Mike Wilks,PG,25,SAS,48,0,5.8,0.7,1.6,0.416,0.1,0.3,0.313,0.6,1.3,0.443,0.448,0.3,0.3,0.75,0.1,0.4,0.5,0.7,0.3,0,0.3,0.5,1.7
Aaron Williams,C,33,TOT,42,4,7.5,0.7,1.5,0.46,0,0,,0.7,1.5,0.46,0.46,0.4,0.4,0.882,0.4,1,1.4,0.2,0.1,0.2,0.4,1.7,1.7
Aaron Williams,C,33,NJN,19,0,7.9,0.7,1.4,0.519,0,0,,0.7,1.4,0.519,0.519,0.5,0.5,0.9,0.4,1.3,1.6,0.3,0.2,0.3,0.6,1.3,1.9
Aaron Williams,C,33,TOR,23,4,7.2,0.7,1.6,0.417,0,0,,0.7,1.6,0.417,0.417,0.3,0.3,0.857,0.4,0.8,1.3,0.1,0,0.1,0.3,2,1.6
Eric Williams,SG,32,TOT,55,39,24,2.6,6,0.43,0.5,1.3,0.384,2.1,4.7,0.444,0.473,2,2.9,0.696,0.8,2.3,3.1,1.7,0.7,0.1,1.1,2.7,7.7
Eric Williams,SG,32,NJN,21,21,35.2,4.1,8.8,0.47,0.8,1.9,0.425,3.3,6.9,0.483,0.516,3.5,5.1,0.685,1.3,3.2,4.5,2,0.8,0.1,1.6,3.8,12.6
Eric Williams,SG,32,TOR,34,18,17.1,1.6,4.3,0.379,0.3,1,0.333,1.3,3.3,0.393,0.417,1.1,1.6,0.717,0.5,1.8,2.3,1.5,0.6,0.1,0.8,2,4.7
Frank Williams,SG,24,CHI,9,0,7.9,0.3,2.2,0.15,0,0.4,0,0.3,1.8,0.188,0.15,0,0,,0.2,0.4,0.7,1.2,0.2,0.3,0.3,1,0.7
Jason Williams,PG,29,MEM,71,68,27.5,3.7,9.1,0.413,1.5,4.6,0.324,2.2,4.4,0.506,0.496,1.1,1.4,0.792,0.3,1.5,1.7,5.6,1.1,0.1,1.8,1.3,10.1
Jerome Williams,SF,31,NYK,79,4,15.3,1.5,3.1,0.502,0,0.1,0,1.5,3,0.513,0.502,1.5,2.2,0.669,1.5,2.1,3.6,0.5,0.7,0.1,0.8,2,4.5
Mo Williams,PG,22,MIL,80,80,28.2,4,9.2,0.438,0.4,1.2,0.323,3.6,8,0.456,0.46,1.7,2,0.85,0.6,2.4,3.1,6.1,0.9,0.1,2.5,2.8,10.2
Scott Williams,C,36,CLE,19,0,8,0.6,2.2,0.293,0,0.1,0,0.6,2.1,0.3,0.293,0.5,0.6,0.818,0.8,0.8,1.6,0.4,0.2,0.3,0.3,1.6,1.7
Corliss Williamson,PF,31,TOT,72,9,21.2,3.8,8.1,0.467,0,0,0,3.8,8.1,0.469,0.467,2.7,3.4,0.799,1.4,2.2,3.6,1.1,0.5,0.2,1.2,3,10.3
Corliss Williamson,PF,31,PHI,48,5,22,4,8.7,0.465,0,0,0,4,8.6,0.467,0.465,2.7,3.4,0.788,1.5,2.2,3.7,0.9,0.5,0.3,1.3,3,10.8
Corliss Williamson,PF,31,SAC,24,4,19.6,3.3,7,0.473,0,0,,3.3,7,0.473,0.473,2.7,3.3,0.823,1.3,2.1,3.4,1.5,0.5,0.1,1.1,3.1,9.3
Kevin Willis,C,42,ATL,29,5,11.9,1.2,3.1,0.389,0,0.1,0,1.2,3,0.398,0.389,0.6,0.8,0.739,1,1.6,2.6,0.3,0.3,0.2,0.5,1.8,3
Loren Woods,C,26,TOR,45,30,15.8,1.6,3.6,0.433,0,0,0,1.6,3.6,0.436,0.433,0.8,1.3,0.576,1.8,3.1,4.9,0.4,0.2,0.9,0.8,1.7,3.9
Qyntel Woods,SF,23,MIA,3,0,13.3,1.7,4,0.417,0,0,,1.7,4,0.417,0.417,0,0,,0.7,1.3,2,0,1.3,0,0.7,2,3.3
Metta World Peace,SF,25,IND,7,7,41.6,8.4,17,0.496,1,2.4,0.412,7.4,14.6,0.51,0.525,6.7,7.3,0.922,1.1,5.3,6.4,3.1,1.7,0.9,2.4,3.9,24.6
Dorell Wright,SF,19,MIA,3,0,9,1,3.7,0.273,0,1.3,0,1,2.3,0.429,0.273,0.3,0.3,1,0,0.3,0.3,1,1.3,0,1,0.7,2.3
Lorenzen Wright,C,29,MEM,80,77,28.6,4,8.5,0.469,0,0,0,4,8.5,0.471,0.469,1.6,2.5,0.662,2.2,5.5,7.7,1.1,0.7,0.9,1.3,3.1,9.6
Wang Zhizhi,C,27,MIA,20,0,4.6,0.9,1.8,0.472,0.1,0.2,0.667,0.8,1.7,0.455,0.5,0.4,0.6,0.583,0.3,0.6,0.9,0.3,0.2,0.1,0.3,0.5,2.2
Tariq Abdul-Wahad,SG,27,TOT,24,12,18.4,2.3,6.1,0.374,0,0.1,0.5,2.3,6,0.372,0.378,1,1.4,0.727,1.7,1.8,3.5,1,0.8,0.4,1.1,2.3,5.6
Tariq Abdul-Wahad,SG,27,DEN,20,12,20.9,2.8,7.3,0.379,0.1,0.1,0.5,2.7,7.2,0.378,0.383,1.2,1.6,0.75,2,2,3.9,1.1,0.9,0.5,1.2,2.6,6.8
Tariq Abdul-Wahad,SG,27,DAL,4,0,6,0,0.5,0,0,0,,0,0.5,0,0,0,0.3,0,0.5,1,1.5,0.5,0.5,0.3,0.8,1.3,0
Shareef Abdur-Rahim,PF,25,ATL,77,77,38.7,7.8,16.8,0.461,0.3,0.9,0.3,7.5,15.9,0.47,0.469,5.4,6.8,0.801,2.6,6.5,9,3.1,1.3,1.1,3.2,2.8,21.2
Courtney Alexander,SG,24,WAS,56,28,23.7,4,8.5,0.47,0.1,0.3,0.278,3.9,8.1,0.478,0.476,1.8,2.2,0.81,0.8,1.9,2.6,1.5,0.6,0.1,1.1,2,9.8
Victor Alexander,C,32,DET,15,0,6.5,1.2,3.4,0.353,0,0.1,0,1.2,3.3,0.367,0.353,0.3,0.5,0.5,0.5,1.5,1.9,0.4,0,0.1,0.3,0.4,2.7
Malik Allen,PF,23,MIA,12,2,13.4,1.8,4.3,0.431,0,0.1,0,1.8,4.2,0.44,0.431,0.7,0.8,0.8,1.3,1.9,3.2,0.4,0.3,0.7,0.2,1.3,4.3
Ray Allen*,SG,26,MIL,69,67,36.6,7.7,16.6,0.462,3.3,7.7,0.434,4.4,9,0.485,0.561,3.1,3.6,0.873,1.2,3.3,4.5,3.9,1.3,0.3,2.3,2.3,21.8
Rafer Alston,PG,25,MIL,50,7,12,1.3,3.8,0.346,0.5,1.4,0.38,0.8,2.4,0.325,0.416,0.4,0.6,0.621,0.2,1.2,1.4,2.9,0.6,0,0.8,0.8,3.5
John Amaechi,PF,31,UTA,54,0,10.9,1,3.1,0.325,0,0,,1,3.1,0.325,0.325,1.2,1.9,0.638,1,1.1,2,0.5,0.1,0.2,1,1.2,3.2
Chris Andersen,C,23,DEN,24,1,10.9,1,3.1,0.338,0,0.2,0,1,2.9,0.357,0.338,0.9,1.2,0.786,1.6,1.6,3.2,0.3,0.3,1.2,0.5,1.5,3
Derek Anderson,SG,27,POR,70,27,26.6,3.5,8.7,0.404,1.2,3.3,0.373,2.3,5.5,0.422,0.473,2.5,3,0.856,0.7,2,2.7,3.1,1,0.1,1.2,1.6,10.8
Kenny Anderson,PG,31,BOS,76,76,32,4.1,9.4,0.436,0.1,0.4,0.273,4,9,0.444,0.442,1.3,1.7,0.742,0.8,2.9,3.6,5.3,1.9,0.1,1.6,2.8,9.6
Nick Anderson,SG,34,MEM,15,0,14.6,1.4,5.1,0.276,0.9,3.2,0.271,0.5,1.9,0.286,0.362,0.3,0.6,0.556,0.1,2.1,2.2,0.9,0.4,0.4,0.9,1.1,4
Shandon Anderson,SG,28,NYK,82,6,19.5,1.8,4.5,0.399,0.5,1.7,0.277,1.3,2.8,0.474,0.452,0.9,1.3,0.692,0.7,2.3,3,0.9,0.6,0.2,1.2,1.6,5
Greg Anthony,PG,34,TOT,60,38,25.2,3.1,7.9,0.385,0.8,2.7,0.294,2.3,5.2,0.433,0.436,1,1.5,0.659,0.4,1.8,2.2,4.7,1.3,0.1,1.6,1.9,7.9
Greg Anthony,PG,34,CHI,36,35,26.7,3.1,8,0.394,0.8,2.5,0.322,2.3,5.5,0.426,0.444,1.3,1.9,0.671,0.4,2,2.4,5.6,1.4,0.1,1.6,2,8.4
Greg Anthony,PG,34,MIL,24,3,23,2.9,7.8,0.372,0.8,3,0.26,2.1,4.8,0.443,0.423,0.5,0.9,0.619,0.3,1.6,1.8,3.3,1.2,0,1.5,1.8,7.2
Gilbert Arenas,PG,20,GSW,47,30,24.6,3.7,8.2,0.453,0.8,2.4,0.345,2.9,5.8,0.498,0.504,2.6,3.4,0.775,0.9,1.9,2.8,3.7,1.5,0.2,2.1,2.4,10.9
Brandon Armstrong,SG,21,NJN,35,0,5.6,0.8,2.4,0.318,0.1,0.5,0.294,0.6,1.9,0.324,0.347,0.1,0.3,0.5,0.3,0.2,0.5,0.2,0.2,0,0.2,0.7,1.8
Darrell Armstrong,PG,33,ORL,82,79,33.3,4.2,10.1,0.419,1.7,4.9,0.349,2.5,5.2,0.484,0.503,2.2,2.5,0.888,1,2.9,3.9,5.5,1.9,0.1,2.1,2,12.4
Carlos Arroyo,PG,22,TOT,37,1,10,1.3,3,0.441,0,0.1,0,1.3,2.9,0.45,0.441,0.4,0.5,0.722,0.3,0.8,1.1,1.9,0.3,0,0.6,0.8,3
Carlos Arroyo,PG,22,TOR,17,0,5.6,0.8,1.7,0.448,0,0,,0.8,1.7,0.448,0.448,0.2,0.4,0.667,0.2,0.5,0.7,1.2,0.4,0,0.7,0.7,1.8
Carlos Arroyo,PG,22,DEN,20,1,13.8,1.8,4.1,0.439,0,0.1,0,1.8,4,0.45,0.439,0.5,0.6,0.75,0.5,1,1.4,2.5,0.3,0.1,0.6,0.9,4.1
Chucky Atkins,PG,27,DET,79,62,28.9,4.7,10,0.466,1.7,4.3,0.411,2.9,5.7,0.507,0.553,1.1,1.5,0.692,0.4,1.6,2,3.3,0.9,0.1,1.6,2.2,12.1
Stacey Augmon,SG,33,CHH,77,3,17.1,1.8,4.3,0.427,0,0,0,1.8,4.2,0.431,0.427,1,1.3,0.762,0.8,2.2,2.9,1.3,0.7,0.2,0.7,1.5,4.6
Isaac Austin,C,32,MEM,21,8,14.6,1.7,4.4,0.391,0,0.1,0,1.7,4.2,0.404,0.391,0.2,0.2,1,0.5,2.9,3.4,0.6,0.4,0.2,0.5,1.7,3.6
William Avery,PG,22,MIN,28,0,9.2,0.9,3.2,0.289,0.2,1.3,0.171,0.7,2,0.364,0.322,0.5,0.7,0.684,0.1,0.7,0.9,1.3,0.3,0,0.7,0.6,2.5
Dalibor Bagarić,C,21,CHI,50,0,12.8,1.4,3.6,0.404,0,0,0,1.4,3.5,0.407,0.404,0.8,1.4,0.586,1.1,2.1,3.2,0.5,0.3,0.5,0.9,2.2,3.7
Vin Baker,C,30,SEA,55,41,31.1,5.7,11.8,0.485,0,0.1,0.125,5.7,11.7,0.49,0.486,2.6,4.1,0.633,3.1,3.3,6.4,1.3,0.4,0.7,2.3,3.6,14.1
Erick Barkley,PG,23,POR,19,4,12,1.3,3.6,0.353,0.1,0.4,0.143,1.2,3.2,0.377,0.36,0.5,0.5,0.9,0.3,0.7,0.9,1.8,0.9,0.1,0.6,1.5,3.1
Dana Barros,PG,34,DET,29,20,20.1,2.6,6.6,0.385,0.8,2.4,0.338,1.7,4.2,0.413,0.448,0.7,0.9,0.778,0,1.9,2,2.7,0.5,0.1,1.1,1.3,6.7
Brent Barry,SG,30,SEA,81,81,37.5,5,9.8,0.508,2,4.8,0.424,2.9,5,0.588,0.611,2.4,2.9,0.846,0.7,4.7,5.4,5.3,1.8,0.5,2,2.2,14.4
Jon Barry,SG,32,DET,82,6,24.2,3.1,6.4,0.489,1.5,3.1,0.469,1.6,3.2,0.508,0.604,1.3,1.4,0.931,0.5,2.3,2.9,3.3,1.1,0.2,1.4,1.6,9
Mengke Bateer,C,26,DEN,27,10,15.1,2,4.9,0.402,0.1,0.4,0.333,1.8,4.4,0.408,0.417,1.1,1.4,0.784,1.2,2.4,3.6,0.8,0.4,0.2,1.2,3.5,5.1
Tony Battie,C,25,BOS,74,73,24.6,2.9,5.3,0.541,0,0,0,2.9,5.2,0.544,0.541,1.2,1.8,0.677,2.5,4,6.5,0.5,0.8,0.9,0.7,3,6.9
Shane Battier,SF,23,MEM,78,78,39.7,5.3,12.3,0.429,1.3,3.5,0.373,4,8.8,0.451,0.482,2.5,3.6,0.7,2.3,3.1,5.4,2.8,1.6,1,2,2.8,14.4
Charlie Bell,SG,22,TOT,7,0,6.3,0.4,1.6,0.273,0,0.9,0,0.4,0.7,0.6,0.273,0.3,0.3,1,0.3,0.4,0.7,0.3,0,0,0.7,0.4,1.1
Charlie Bell,SG,22,PHO,5,0,8.4,0.6,2.2,0.273,0,1.2,0,0.6,1,0.6,0.273,0.4,0.4,1,0.4,0.4,0.8,0.4,0,0,1,0.6,1.6
Charlie Bell,SG,22,DAL,2,0,1,0,0,,0,0,,0,0,,,0,0,,0,0.5,0.5,0,0,0,0,0,0
Raja Bell,SG,25,PHI,74,12,12,1.4,3.2,0.429,0.2,0.6,0.273,1.2,2.6,0.464,0.454,0.5,0.6,0.75,0.4,1.1,1.5,1,0.3,0.1,0.6,1.5,3.4
Jonathan Bender,SF,21,IND,78,17,21.1,2.5,5.9,0.43,0.6,1.6,0.36,2,4.3,0.457,0.479,1.8,2.3,0.773,0.8,2.3,3.1,0.8,0.2,0.6,1.2,1.9,7.4
Travis Best,PG,29,TOT,74,21,23.6,3.1,7,0.44,0.3,0.8,0.356,2.8,6.2,0.451,0.46,1.4,1.6,0.897,0.3,1.8,2,4.4,1.2,0.1,1.3,2.3,7.9
Travis Best,PG,29,IND,44,3,21.7,2.6,6,0.439,0.3,0.8,0.382,2.3,5.2,0.448,0.464,1.3,1.5,0.877,0.2,1.4,1.6,4,1.3,0.1,1.3,2.3,6.9
Travis Best,PG,29,CHI,30,18,26.4,3.7,8.5,0.441,0.3,0.8,0.32,3.5,7.6,0.454,0.457,1.6,1.7,0.922,0.3,2.4,2.7,5,1.1,0,1.3,2.4,9.3
Mike Bibby,PG,23,SAC,80,80,33.2,5.6,12.3,0.453,0.6,1.7,0.37,4.9,10.6,0.466,0.479,1.9,2.4,0.803,0.5,2.3,2.8,5,1.1,0.2,1.7,1.7,13.7
Chauncey Billups,PG,25,MIN,82,54,28.7,4.2,10,0.423,1.5,3.8,0.394,2.7,6.2,0.441,0.498,2.5,2.9,0.885,0.4,2.3,2.8,5.5,0.8,0.2,1.7,2.1,12.5
Mookie Blaylock,PG,34,GSW,35,0,17.1,1.4,4.2,0.342,0.4,1.2,0.357,1,3,0.337,0.394,0.1,0.2,0.5,0.2,1.3,1.5,3.3,0.7,0.1,1.1,0.6,3.4
Corie Blount,PF,33,PHI,72,21,19.8,1.6,3.5,0.458,0,0,0,1.6,3.5,0.46,0.458,0.4,0.6,0.644,2.1,3,5.1,0.6,0.7,0.4,0.7,2.4,3.6
Mark Blount,C,26,BOS,44,0,9.4,0.7,1.7,0.421,0,0,,0.7,1.7,0.421,0.421,0.7,0.8,0.811,0.6,1.3,1.9,0.2,0.4,0.4,0.5,1.3,2.1
Calvin Booth,C,25,SEA,15,15,18.6,2.3,5.5,0.427,0,0,,2.3,5.5,0.427,0.427,1.5,1.6,0.958,1.3,2.3,3.6,1.1,0.4,0.9,1.1,3.1,6.2
Ruben Boumtje-Boumtje,C,23,POR,33,1,7.4,0.4,1,0.406,0,0,,0.4,1,0.406,0.406,0.4,0.8,0.52,0.6,1,1.7,0.1,0.1,0.5,0.4,1.2,1.2
Cal Bowdler,PF,24,ATL,52,0,11.3,1.2,3.3,0.351,0,0.1,0.2,1.2,3.3,0.355,0.353,0.8,0.9,0.83,0.7,1.4,2.1,0.2,0.3,0.3,0.2,1.2,3.1
Bruce Bowen,SF,30,SAS,59,59,28.8,2.6,6.7,0.389,0.9,2.5,0.378,1.7,4.2,0.396,0.46,0.8,1.6,0.479,0.7,2,2.7,1.5,1.1,0.4,1.1,2,7
Ryan Bowen,SF,26,DEN,75,21,22.5,2,4.1,0.479,0,0.2,0.083,1.9,3.9,0.495,0.48,0.9,1.2,0.75,1.8,2.2,4,0.7,1,0.5,0.5,2.3,4.9
Ira Bowman,SG,28,PHI,3,0,9.7,1.7,2.3,0.714,0,0.3,0,1.7,2,0.833,0.714,0,0,,0,0.3,0.3,0.3,0.7,0,0,1,3.3
Earl Boykins,PG,25,LAC,68,2,11.2,1.6,4,0.4,0.2,0.6,0.31,1.4,3.4,0.416,0.424,0.7,0.9,0.77,0.4,0.4,0.8,2.1,0.3,0,0.6,0.6,4.1
